"Tender/Ref No.","Title","Agency","Procurement Category","Source","Scope Summary","Publish Date/Time","Closing Date/Time","Status","Link"
"","CLUB PARTY DECOR, DJ, CAMERA FEED & SOUND MAN AT THE TANGLIN CLUB","TANGLIN CLUB","Others: Others","TenderBoard","","1 Sep","21 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Invitation to Bid For The Provision Of Massage Chair at SAFRA Clubs","SAFRA National Service Association","Others: Others","TenderBoard","","1 Sep","14 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Provision of Renovation Works for Office Space at Level 11 Including Level 10 Experience Room NTUC Centre One Marina Boulevard Singapore 018989 for National Trades Union Congress","National Trades Union Congress","Not Specified","TenderBoard","","1 Sep","21 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","RFQ - Virtual / Hybrid General Meeting Solution for Tanglin Club","TANGLIN CLUB","Others: Others","TenderBoard","","1 Sep","15 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Invitation to Quote (ITQ) for Digital Front Door & Virtual Home Care Workflow Design & Prototyping for St. Andrew’s Community Hospital (SACH)","St. Andrew's Community Hospital","Not Specified","TenderBoard","","1 Sep","10 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Provision of Group Personal Accident (GPA) insurance for SSP student-athletes and non-SSP students participating in SSP-endorsed programmes, for a two-year contract period from 1 January 2027 to 31 December 2028, with an option to extend for another two years","Sport Excellence Singapore (SpexSG) Ltd.","Miscellaneous: Others","TenderBoard","","1 Sep","14 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Provision of Projector for Pathlight School Classroom and Labs","Pathlight School (Ang Mo Kio)","Not Specified","TenderBoard","","1 Sep","25 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","APSN CFA@Eunos & CFA@AMK - Staff Retreat 2026","APSN","Event Organising, Food & Beverages: Event Organising","TenderBoard","","1 Sep","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","REPLACEMENT OF NEW DAIKIN VRV SYSTEMS - Level 2 Auditorium","Masjid Assyakirin","Facilities Management: Airconditioning, Refrigeration & Ventilation Accessories & Parts","TenderBoard","","1 Sep","22 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Supply of medical items - Boost Optimum Milk","Sree Narayana Mission (Singapore)","Dental, Medical & Laboratory: Others","TenderBoard","","1 Sep","10 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","ITT FOR END USER COMPUTING SUPPORT SERVICES 2027-2029","SIM - Singapore Institute of Management","Not Specified","TenderBoard","","1 Sep","1 Oct","Live","https://www.tenderboard.biz/singaporetenders"
"","ITQ - ARC Pathlight - Pre-Employment Medical Examination Services Provider","Autism Resource Centre (Singapore)","Not Specified","TenderBoard","","1 Sep","15 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","TO2026017 - INVITATION TO TENDER FOR SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF ONE (1) UNIT OF SMART MODULE EXPANSION CONTAINMENT SYSTEM FOR SINGAPORE INSTITUTE OF TECHNOLOGY","SINGAPORE INSTITUTE OF TECHNOLOGY","IT&Telecommunication: IT Services & Software Development","TenderBoard","","1 Sep","22 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Supply, Installation and Monitoring of Instruments for the Proposed Wetlands by the Bay Development at Bay South, Gardens by the Bay","GARDENS BY THE BAY","Others: Others","TenderBoard","","31 Aug","14 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Supply, Implementation, Support and Maintenance of an Integrated Human Resource Management System and Payroll System for a Period of 5 Years","ST LUKE'S HOSPITAL","IT&Telecommunication: Softwares & Licences","TenderBoard","","31 Aug","23 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Invitation to Bid for Car Wash and Grooming Service at SAFRA Tampines","SAFRA National Service Association","Others: Others","TenderBoard","","31 Aug","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Invitation For The Provision Of  Personal Care Essential Vending Machine at SAFRA Toa Payoh","SAFRA National Service Association","Others: Others","TenderBoard","","31 Aug","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","F26080 RFQ for Supply, Delivery, Installation and Testing 4 Units of Medication Cart for All Saints Home Jurong East","ALL SAINTS HOME","Dental, Medical & Laboratory: Others","TenderBoard","","31 Aug","14 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","INVITATION TO TENDER (""ITT"") FOR THE PROVISION OF AUTOMATION AND TECHNOLOGY INTEGRATION SERVICES FOR BUDDHA TOOTH RELIC TEMPLE (SINGAPORE) AND GOLDEN PAGODA BUDDHIST TEMPLE","Buddha Tooth Relic Temple","IT&Telecommunication: Others","TenderBoard","","31 Aug","30 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Procurement of Custom Hand Plastic Fans for Use at CREST Outreach Event","ALLKIN SINGAPORE LTD.","Administration & Training: Gifts & Souvenirs","TenderBoard","","31 Aug","14 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","INVITATION TO PRE-QUALIFY (ITPQ) STAGE 1: OPEN MARKET PRE-QUALIFICATION FOR THE PROVISION OF COMPREHENSIVE CATERING SERVICES","United World College of South East Asia","Event Organising, Food & Beverages: Catering Services","TenderBoard","","31 Aug","18 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Metta School Outdoor Education Overseas 2026 Batam Trip (3D2N) for Students Aged 17 Years Old with Mild Intellectual Disability and Autism (minimum 50 students and 10 staff)","Metta School","Others: Others","TenderBoard","","28 Aug","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Pipe Jacketing Works at Stewarding Store","TANGLIN CLUB","Others: Others","TenderBoard","","28 Aug","16 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","PROPOSED MINOR ADDITION & ALTERATION WORKS TO EXISTING LEVEL 1 SENIOR CARE CENTRE ON LOT 12098M MK18 AT BLOCK 609 #01-1157 ANG MO KIO AVE 4, SINGAPORE 560609 (ANG MO KIO PLANNING AREA)","AWWA LTD.","Construction: General Building & Minor Construction Works","TenderBoard","","28 Aug","22 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Cling Film and Kitchen Consumables","KWONG WAI SHIU HOSPITAL","Not Specified","TenderBoard","","28 Aug","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Term vendor for Rental Items for 2 years","SINGAPORE INDIAN DEVELOPMENT ASSOCIATION (SINDA)","Event Organising, Food & Beverages: Event Organising","TenderBoard","","28 Aug","11 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","Invitation to Tender for the Programming, Production and Event Management of a Christmas-Themed Event at Gardens by the Bay 2027 to 2029","GARDENS BY THE BAY","Event Organising, Food & Beverages: Event Organising","TenderBoard","","28 Aug","18 Sep","Live","https://www.tenderboard.biz/singaporetenders"
"","REQUEST FOR PROPOSAL(RFP):  
FOR PROVISION TO SUPPLY AND DELIVERY OF SOFT SERVE POWDER MIX FOR SPD CANTEENS","SPD Ltd.","Others: Others","TenderBoard","","28 Aug","16 Sep","Live","https://www.tenderboard.biz/singaporetenders"
